annee,codmes,codfil,codniv,codmat,codetu,cc,sn,ra
2025/2026,semestre1,HNDET,02,PHYSICS3,ISU00064,8.0,10.0,
2025/2026,semestre1,HNDET,02,PHYSICS3,ISU00065,10.33,,
2025/2026,semestre1,HNDET,02,PHYSICS3,ISU00074,,,
2025/2026,semestre1,HNDET,02,PRAWORAUT,ISU00064,9.0,9.0,
2025/2026,semestre1,HNDET,02,PRAWORAUT,ISU00065,,,
2025/2026,semestre1,HNDET,02,PRAWORAUT,ISU00074,,,
2025/2026,semestre1,HNDET,02,SERVOING,ISU00064,12.0,12.0,
2025/2026,semestre1,HNDET,02,SERVOING,ISU00065,17.0,,
2025/2026,semestre1,HNDET,02,SERVOING,ISU00074,0.5,,
2025/2026,semestre1,HNDET,02,TECPROTRA,ISU00064,16.0,11.5,
2025/2026,semestre1,HNDET,02,TECPROTRA,ISU00065,19.5,,
2025/2026,semestre1,HNDET,02,TECPROTRA,ISU00074,2.0,,
2025/2026,semestre1,IGL,01,ALGLINEA1,ISU00088,,,
2025/2026,semestre1,IGL,01,ALGORBASE,ISU00088,1.5,1.5,
2025/2026,semestre1,IGL,01,ANAMATHE1,ISU00088,12.0,5.0,
2025/2026,semestre1,IGL,01,ANGLAIS,ISU00088,15.0,5.5,
2025/2026,semestre1,IGL,01,ARCHIORDI,ISU00088,11.75,12.5,
2025/2026,semestre1,IGL,01,CHIMIE1,ISU00088,14.66,13.5,
2025/2026,semestre1,IGL,01,ENVMICORD,ISU00088,16.66,13.42,
2025/2026,semestre1,IGL,01,FRANCAIS2,ISU00088,15.0,13.0,
2025/2026,semestre1,IGL,01,INFOPGRAP,ISU00088,,,
2025/2026,semestre1,IGL,01,INTGENLOG,ISU00088,16.33,12.5,
2025/2026,semestre1,IGL,01,INTSYSINF,ISU00088,10.5,15.0,
2025/2026,semestre1,IGL,01,OUTBUREAU,ISU00088,19.0,20.0,
2025/2026,semestre1,IGL,01,PHYSIQUE1,ISU00088,18.0,2.0,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00077,9.0,7.5,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00087,14.0,6.0,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00095,14.0,3.0,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00102,14.0,4.5,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00118,16.0,8.0,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00137,14.0,2.5,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00146,12.5,4.0,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00153,14.5,2.5,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00160,11.5,,
2025/2026,semestre1,ISA,01,ANGLAIS,ISU00179,,,
2025/2026,semestre1,ISA,01,CHIMIEGEN,ISU00077,13.33,6.0,
2025/2026,semestre1,ISA,01,CHIMIEGEN,ISU00087,10.66,0.5,
2025/2026,semestre1,ISA,01,CHIMIEGEN,ISU00095,10.0,3.0,
2025/2026,semestre1,ISA,01,CHIMIEGEN,ISU00102,8.66,3.5,
2025/2026,semestre1,ISA,01,CHIMIEGEN,ISU00118,10.33,5.5,
2025/2026,semestre1,ISA,01,CHIMIEGEN,ISU00137,9.66,6.5,
2025/2026,semestre1,ISA,01,CHIMIEGEN,ISU00146,4.33,,
2025/2026,semestre1,ISA,01,CHIMIEGEN,ISU00153,10.66,2.0,
2025/2026,semestre1,ISA,01,CHIMIEGEN,ISU00160,4.66,1.0,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00077,14.0,13.0,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00087,16.5,12.0,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00095,10.0,9.5,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00102,17.5,15.0,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00118,12.5,17.0,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00137,17.0,13.0,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00146,16.0,10.0,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00153,10.0,14.0,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00160,10.0,12.0,
2025/2026,semestre1,ISA,01,FRANCAIS2,ISU00179,10.0,7.0,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00077,19.0,11.0,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00087,16.0,6.0,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00095,15.0,6.0,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00102,15.0,12.0,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00110,,,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00118,15.0,6.0,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00137,16.0,5.5,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00146,16.5,8.0,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00153,16.5,6.0,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00160,15.0,3.5,
2025/2026,semestre1,ISA,01,HYDRAULIQ,ISU00179,10.0,6.0,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00077,11.0,1.0,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00087,5.5,1.0,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00095,8.0,1.0,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00102,10.0,2.0,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00118,8.5,1.0,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00137,8.0,2.0,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00146,7.0,,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00153,8.5,2.0,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00160,8.25,,
2025/2026,semestre1,ISA,01,MATMATIQ1,ISU00179,,,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00077,10.0,12.0,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00087,5.0,3.0,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00095,4.0,6.0,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00102,5.0,1.0,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00118,10.0,8.0,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00137,9.0,3.0,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00146,13.0,1.0,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00153,4.0,11.0,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00160,8.0,0.25,
2025/2026,semestre1,ISA,01,PHYSIQUE1,ISU00179,10.0,9.0,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00077,18.75,19.0,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00087,16.75,3.0,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00095,16.0,7.0,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00102,15.0,5.0,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00118,16.5,5.0,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00137,16.0,6.0,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00146,15.5,4.0,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00153,16.0,8.0,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00160,,,
2025/2026,semestre1,ISA,01,STADYNFLU,ISU00179,,,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00077,9.0,10.5,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00087,3.0,5.5,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00095,3.0,,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00102,5.75,9.5,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00118,4.0,11.0,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00137,10.75,8.25,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00146,2.75,,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00153,8.25,10.25,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00160,5.0,7.0,
2025/2026,semestre1,ISA,01,TECINFCOM,ISU00179,5.5,7.0,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00077,14.25,12.0,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00087,12.8,7.0,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00095,9.25,7.75,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00102,12.125,11.5,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00118,15.125,9.0,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00137,16.25,12.5,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00146,13.0,7.5,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00153,14.325,8.5,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00160,9.25,,
2025/2026,semestre1,ISA,01,TECSYSTHE,ISU00179,,,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00077,16.0,16.0,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00087,13.0,16.0,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00095,16.0,11.0,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00102,14.0,6.0,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00118,11.0,16.0,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00137,10.0,9.0,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00146,11.0,16.0,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00153,12.0,16.0,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00160,10.0,,
2025/2026,semestre1,ISA,01,THERMODIN,ISU00179,11.25,16.0,
2025/2026,semestre1,LTM,01,CARGOHAND,ISU00128,,6.0,
2025/2026,semestre1,LTM,01,CARGOHAND,ISU00151,18.0,14.0,
2025/2026,semestre1,LTM,01,CARGOHAND,ISU00154,18.0,15.0,
2025/2026,semestre1,LTM,01,ENGLISH,ISU00128,10.5,10.5,
2025/2026,semestre1,LTM,01,ENGLISH,ISU00151,15.0,15.0,
2025/2026,semestre1,LTM,01,ENGLISH,ISU00154,,,
2025/2026,semestre1,LTM,01,FINAMATH1,ISU00128,13.33,1.42,
2025/2026,semestre1,LTM,01,FINAMATH1,ISU00151,13.33,1.42,
2025/2026,semestre1,LTM,01,FINAMATH1,ISU00154,13.33,17.14,
2025/2026,semestre1,LTM,01,FRENCH,ISU00128,15.0,9.0,
2025/2026,semestre1,LTM,01,FRENCH,ISU00151,16.75,17.0,
2025/2026,semestre1,LTM,01,FRENCH,ISU00154,15.5,13.0,
2025/2026,semestre1,LTM,01,GENECOMP1,ISU00128,10.0,6.0,
2025/2026,semestre1,LTM,01,GENECOMP1,ISU00151,10.0,16.0,
2025/2026,semestre1,LTM,01,GENECOMP1,ISU00154,10.0,18.0,
2025/2026,semestre1,LTM,01,GENECONOM,ISU00128,14.0,11.5,
2025/2026,semestre1,LTM,01,GENECONOM,ISU00151,15.0,16.0,
2025/2026,semestre1,LTM,01,GENECONOM,ISU00154,15.0,14.0,
2025/2026,semestre1,LTM,01,GENEMATH1,ISU00128,,,
2025/2026,semestre1,LTM,01,GENEMATH1,ISU00151,8.0,2.0,
2025/2026,semestre1,LTM,01,GENEMATH1,ISU00154,18.0,10.0,
2025/2026,semestre1,LTM,01,ICT,ISU00128,9.0,6.0,
2025/2026,semestre1,LTM,01,ICT,ISU00151,7.66,16.0,
2025/2026,semestre1,LTM,01,ICT,ISU00154,14.33,18.0,
2025/2026,semestre1,LTM,01,INTLOGMAN,ISU00128,13.66,17.14,
2025/2026,semestre1,LTM,01,INTLOGMAN,ISU00151,14.66,12.0,
2025/2026,semestre1,LTM,01,INTLOGMAN,ISU00154,,12.57,
2025/2026,semestre1,LTM,01,MARITRANS,ISU00128,13.33,10.85,
2025/2026,semestre1,LTM,01,MARITRANS,ISU00151,13.33,8.85,
2025/2026,semestre1,LTM,01,MARITRANS,ISU00154,13.33,10.0,
2025/2026,semestre1,LTM,01,PRINCMANG,ISU00128,11.33,,
2025/2026,semestre1,LTM,01,PRINCMANG,ISU00151,13.0,17.5,
2025/2026,semestre1,LTM,01,PRINCMANG,ISU00154,14.0,15.75,
2025/2026,semestre1,LTM,01,SHIINTTRA,ISU00128,7.0,8.5,
2025/2026,semestre1,LTM,01,SHIINTTRA,ISU00151,9.0,12.5,
2025/2026,semestre1,LTM,01,SHIINTTRA,ISU00154,10.0,14.5,
2025/2026,semestre1,LTM,01,SHIPREPRE,ISU00128,10.0,11.0,
2025/2026,semestre1,LTM,01,SHIPREPRE,ISU00151,12.66,15.0,
2025/2026,semestre1,LTM,01,SHIPREPRE,ISU00154,14.0,15.5,
2025/2026,semestre1,LTM,01,STATSTIC1,ISU00128,5.5,6.5,
2025/2026,semestre1,LTM,01,STATSTIC1,ISU00151,7.0,6.0,
2025/2026,semestre1,LTM,01,STATSTIC1,ISU00154,15.33,16.75,
2025/2026,semestre1,LTM,01,TRANSPLAW,ISU00128,10.0,8.5,
2025/2026,semestre1,LTM,01,TRANSPLAW,ISU00151,14.0,13.0,
2025/2026,semestre1,LTM,01,TRANSPLAW,ISU00154,15.0,12.5,
2025/2026,semestre1,MEB,01,ANGLAIS,ISU00136,10.0,5.5,
2025/2026,semestre1,MEB,01,ANGLAIS,ISU00159,12.0,6.5,
2025/2026,semestre1,MEB,01,BOTANANAT,ISU00136,8.0,10.0,
2025/2026,semestre1,MEB,01,BOTANANAT,ISU00159,,6.5,
2025/2026,semestre1,MEB,01,CHIMIEGEN,ISU00136,4.0,2.5,
2025/2026,semestre1,MEB,01,CHIMIEGEN,ISU00159,1.66,6.0,
2025/2026,semestre1,MEB,01,DESSIBASE,ISU00136,12.0,10.0,
2025/2026,semestre1,MEB,01,DESSIBASE,ISU00159,5.0,12.5,
2025/2026,semestre1,MEB,01,FRANCAIS2,ISU00136,12.0,10.0,
2025/2026,semestre1,MEB,01,FRANCAIS2,ISU00159,,12.0,
2025/2026,semestre1,MEB,01,GESOPECUB,ISU00136,17.0,13.0,
2025/2026,semestre1,MEB,01,GESOPECUB,ISU00159,16.0,13.0,
2025/2026,semestre1,MEB,01,MATMATIQ1,ISU00136,8.0,1.0,
2025/2026,semestre1,MEB,01,MATMATIQ1,ISU00159,8.0,1.0,
2025/2026,semestre1,MEB,01,ORGCHANTI,ISU00136,5.0,12.0,
2025/2026,semestre1,MEB,01,ORGCHANTI,ISU00159,,13.0,
2025/2026,semestre1,MEB,01,PHYSIQUE1,ISU00136,12.0,5.0,
2025/2026,semestre1,MEB,01,PHYSIQUE1,ISU00159,12.0,4.0,
2025/2026,semestre1,MEB,01,RESISMAT1,ISU00136,,4.0,
2025/2026,semestre1,MEB,01,RESISMAT1,ISU00159,,7.0,
2025/2026,semestre1,MEB,01,STATIQUE,ISU00136,11.0,5.0,
2025/2026,semestre1,MEB,01,STATIQUE,ISU00159,12.0,5.0,
2025/2026,semestre1,MEB,01,TECINFCOM,ISU00136,5.0,6.75,
2025/2026,semestre1,MEB,01,TECINFCOM,ISU00159,3.75,16.0,
2025/2026,semestre1,MEC,01,ANADEDRA1,ISU00093,14.0,16.0,
2025/2026,semestre1,MEC,01,ANADEDRA1,ISU00100,16.0,15.0,
2025/2026,semestre1,MEC,01,ANADEDRA1,ISU00131,18.0,18.0,
2025/2026,semestre1,MEC,01,ANADEDRA1,ISU00163,14.0,8.0,
2025/2026,semestre1,MEC,01,ANAMANUF1,ISU00093,14.0,14.0,
2025/2026,semestre1,MEC,01,ANAMANUF1,ISU00100,11.33,13.0,
2025/2026,semestre1,MEC,01,ANAMANUF1,ISU00131,12.66,13.0,
2025/2026,semestre1,MEC,01,ANAMANUF1,ISU00163,10.0,8.0,
2025/2026,semestre1,MEC,01,APPMECHA1,ISU00093,6.0,12.57,
2025/2026,semestre1,MEC,01,APPMECHA1,ISU00100,,,
2025/2026,semestre1,MEC,01,APPMECHA1,ISU00131,,7.42,
2025/2026,semestre1,MEC,01,APPMECHA1,ISU00163,4.66,4.28,
2025/2026,semestre1,MEC,01,AUTOMAT1,ISU00093,16.66,13.0,
2025/2026,semestre1,MEC,01,AUTOMAT1,ISU00100,15.33,4.0,
2025/2026,semestre1,MEC,01,AUTOMAT1,ISU00131,15.33,9.0,
2025/2026,semestre1,MEC,01,AUTOMAT1,ISU00163,16.0,9.0,
2025/2026,semestre1,MEC,01,CHEMISTRY,ISU00093,16.66,9.42,
2025/2026,semestre1,MEC,01,CHEMISTRY,ISU00100,6.66,3.42,
2025/2026,semestre1,MEC,01,CHEMISTRY,ISU00131,3.33,8.85,
2025/2026,semestre1,MEC,01,CHEMISTRY,ISU00163,9.33,4.85,
2025/2026,semestre1,MEC,01,ENGIMATH1,ISU00093,20.0,10.0,
2025/2026,semestre1,MEC,01,ENGIMATH1,ISU00100,9.0,2.0,
2025/2026,semestre1,MEC,01,ENGIMATH1,ISU00131,13.0,2.0,
2025/2026,semestre1,MEC,01,ENGIMATH1,ISU00163,,2.0,
2025/2026,semestre1,MEC,01,ENGISOCIE,ISU00093,19.14,19.14,
2025/2026,semestre1,MEC,01,ENGISOCIE,ISU00100,15.42,15.42,
2025/2026,semestre1,MEC,01,ENGISOCIE,ISU00131,18.28,18.28,
2025/2026,semestre1,MEC,01,ENGISOCIE,ISU00163,,12.0,
2025/2026,semestre1,MEC,01,ENGLISH,ISU00093,11.5,11.5,
2025/2026,semestre1,MEC,01,ENGLISH,ISU00100,11.0,11.0,
2025/2026,semestre1,MEC,01,ENGLISH,ISU00131,,,
2025/2026,semestre1,MEC,01,ENGLISH,ISU00163,12.5,12.5,
2025/2026,semestre1,MEC,01,FRENCH,ISU00093,16.25,16.0,
2025/2026,semestre1,MEC,01,FRENCH,ISU00100,11.75,13.0,
2025/2026,semestre1,MEC,01,FRENCH,ISU00131,8.5,15.0,
2025/2026,semestre1,MEC,01,FRENCH,ISU00163,13.75,11.0,
2025/2026,semestre1,MEC,01,GENECOMP1,ISU00093,12.5,,
2025/2026,semestre1,MEC,01,GENECOMP1,ISU00100,16.75,12.0,
2025/2026,semestre1,MEC,01,GENECOMP1,ISU00131,9.0,,
2025/2026,semestre1,MEC,01,GENECOMP1,ISU00163,12.35,6.0,
2025/2026,semestre1,MEC,01,INDUSMAIN,ISU00093,14.0,11.0,
2025/2026,semestre1,MEC,01,INDUSMAIN,ISU00100,8.0,6.0,
2025/2026,semestre1,MEC,01,INDUSMAIN,ISU00131,12.0,8.0,
2025/2026,semestre1,MEC,01,INDUSMAIN,ISU00163,6.66,10.0,
2025/2026,semestre1,MEC,01,MANUTECHN,ISU00093,12.0,13.0,
2025/2026,semestre1,MEC,01,MANUTECHN,ISU00100,5.33,7.0,
2025/2026,semestre1,MEC,01,MANUTECHN,ISU00131,10.33,10.0,
2025/2026,semestre1,MEC,01,MANUTECHN,ISU00163,10.0,11.0,
2025/2026,semestre1,MEC,01,MATESCIE1,ISU00093,6.0,,
2025/2026,semestre1,MEC,01,MATESCIE1,ISU00100,15.33,7.0,
2025/2026,semestre1,MEC,01,MATESCIE1,ISU00131,12.0,10.0,
2025/2026,semestre1,MEC,01,MATESCIE1,ISU00163,10.0,3.0,
2025/2026,semestre1,MEC,01,PHYSICS1,ISU00093,10.66,4.85,
2025/2026,semestre1,MEC,01,PHYSICS1,ISU00100,12.0,7.71,
2025/2026,semestre1,MEC,01,PHYSICS1,ISU00131,8.86,12.85,
2025/2026,semestre1,MEC,01,PHYSICS1,ISU00163,1.66,6.0,
2025/2026,semestre1,MEC,01,RESISMTER,ISU00093,4.0,6.57,
2025/2026,semestre1,MEC,01,RESISMTER,ISU00100,11.83,2.85,
2025/2026,semestre1,MEC,01,RESISMTER,ISU00131,12.0,6.0,
2025/2026,semestre1,MEC,01,RESISMTER,ISU00163,5.0,5.14,
2025/2026,semestre1,MKA,01,BASEELECT,ISU00078,15.125,11.5,
2025/2026,semestre1,MKA,01,BASEELECT,ISU00084,11.0,5.0,
2025/2026,semestre1,MKA,01,BASEELECT,ISU00111,10.875,7.5,
2025/2026,semestre1,MKA,01,BASEELECT,ISU00121,12.625,12.0,
2025/2026,semestre1,MKA,01,BASEELECT,ISU00122,12.75,8.0,
2025/2026,semestre1,MKA,01,BASEELECT,ISU00141,10.125,11.5,
2025/2026,semestre1,MKA,01,BASEELECT,ISU00143,10.0,12.0,
2025/2026,semestre1,MKA,01,CHIMIEGEN,ISU00078,9.0,3.5,
2025/2026,semestre1,MKA,01,CHIMIEGEN,ISU00084,4.0,8.0,
2025/2026,semestre1,MKA,01,CHIMIEGEN,ISU00111,9.33,3.0,
2025/2026,semestre1,MKA,01,CHIMIEGEN,ISU00121,9.33,7.0,
2025/2026,semestre1,MKA,01,CHIMIEGEN,ISU00122,10.0,1.5,
2025/2026,semestre1,MKA,01,CHIMIEGEN,ISU00141,7.5,2.0,
2025/2026,semestre1,MKA,01,CHIMIEGEN,ISU00143,4.33,3.0,
2025/2026,semestre1,MKA,01,DEVVEHAUT,ISU00078,16.0,11.0,
2025/2026,semestre1,MKA,01,DEVVEHAUT,ISU00084,17.33,12.75,
2025/2026,semestre1,MKA,01,DEVVEHAUT,ISU00111,16.0,11.0,
2025/2026,semestre1,MKA,01,DEVVEHAUT,ISU00121,16.66,14.75,
2025/2026,semestre1,MKA,01,DEVVEHAUT,ISU00122,16.66,16.0,
2025/2026,semestre1,MKA,01,DEVVEHAUT,ISU00141,16.0,14.0,
2025/2026,semestre1,MKA,01,DEVVEHAUT,ISU00143,17.33,14.25,
2025/2026,semestre1,MKA,01,EXPREANGL,ISU00078,11.0,6.5,
2025/2026,semestre1,MKA,01,EXPREANGL,ISU00084,9.0,7.0,
2025/2026,semestre1,MKA,01,EXPREANGL,ISU00111,5.0,3.0,
2025/2026,semestre1,MKA,01,EXPREANGL,ISU00121,7.0,5.0,
2025/2026,semestre1,MKA,01,EXPREANGL,ISU00122,11.0,5.5,
2025/2026,semestre1,MKA,01,EXPREANGL,ISU00141,10.0,6.0,
2025/2026,semestre1,MKA,01,EXPREANGL,ISU00143,10.5,3.0,
2025/2026,semestre1,MKA,01,FRANCAIS2,ISU00078,15.0,13.0,
2025/2026,semestre1,MKA,01,FRANCAIS2,ISU00084,15.0,12.0,
2025/2026,semestre1,MKA,01,FRANCAIS2,ISU00111,16.0,16.5,
2025/2026,semestre1,MKA,01,FRANCAIS2,ISU00121,12.5,13.0,
2025/2026,semestre1,MKA,01,FRANCAIS2,ISU00122,,12.0,
2025/2026,semestre1,MKA,01,FRANCAIS2,ISU00141,11.0,14.0,
2025/2026,semestre1,MKA,01,FRANCAIS2,ISU00143,17.5,14.5,
2025/2026,semestre1,MKA,01,MATMATIQ1,ISU00078,10.0,3.0,
2025/2026,semestre1,MKA,01,MATMATIQ1,ISU00084,5.5,1.0,
2025/2026,semestre1,MKA,01,MATMATIQ1,ISU00111,8.0,2.0,
2025/2026,semestre1,MKA,01,MATMATIQ1,ISU00121,6.0,7.0,
2025/2026,semestre1,MKA,01,MATMATIQ1,ISU00122,5.5,1.0,
2025/2026,semestre1,MKA,01,MATMATIQ1,ISU00141,8.5,2.0,
2025/2026,semestre1,MKA,01,MATMATIQ1,ISU00143,7.0,1.0,
2025/2026,semestre1,MKA,01,MECAGENE1,ISU00078,7.33,11.0,
2025/2026,semestre1,MKA,01,MECAGENE1,ISU00084,7.0,1.0,
2025/2026,semestre1,MKA,01,MECAGENE1,ISU00111,10.66,5.0,
2025/2026,semestre1,MKA,01,MECAGENE1,ISU00121,5.33,13.5,
2025/2026,semestre1,MKA,01,MECAGENE1,ISU00122,,1.0,
2025/2026,semestre1,MKA,01,MECAGENE1,ISU00141,7.33,4.25,
2025/2026,semestre1,MKA,01,MECAGENE1,ISU00143,3.33,1.0,
2025/2026,semestre1,MKA,01,ORGCHACAR,ISU00078,16.66,18.0,
2025/2026,semestre1,MKA,01,ORGCHACAR,ISU00084,18.0,8.25,
2025/2026,semestre1,MKA,01,ORGCHACAR,ISU00111,16.66,16.0,
2025/2026,semestre1,MKA,01,ORGCHACAR,ISU00121,17.33,13.25,
2025/2026,semestre1,MKA,01,ORGCHACAR,ISU00122,17.33,13.0,
2025/2026,semestre1,MKA,01,ORGCHACAR,ISU00141,16.66,18.0,
2025/2026,semestre1,MKA,01,ORGCHACAR,ISU00143,18.0,11.75,
2025/2026,semestre1,MKA,01,PHYSIQUE1,ISU00078,13.0,4.0,
2025/2026,semestre1,MKA,01,PHYSIQUE1,ISU00084,6.0,1.0,
2025/2026,semestre1,MKA,01,PHYSIQUE1,ISU00111,5.0,1.0,
2025/2026,semestre1,MKA,01,PHYSIQUE1,ISU00121,10.0,12.0,
2025/2026,semestre1,MKA,01,PHYSIQUE1,ISU00122,,1.0,
2025/2026,semestre1,MKA,01,PHYSIQUE1,ISU00141,9.0,1.0,
2025/2026,semestre1,MKA,01,PHYSIQUE1,ISU00143,9.0,5.0,
2025/2026,semestre1,MKA,01,POTGEOOND,ISU00078,8.0,7.5,
2025/2026,semestre1,MKA,01,POTGEOOND,ISU00084,7.66,3.0,
2025/2026,semestre1,MKA,01,POTGEOOND,ISU00111,10.66,3.75,
2025/2026,semestre1,MKA,01,POTGEOOND,ISU00121,8.66,12.5,
2025/2026,semestre1,MKA,01,POTGEOOND,ISU00122,,1.5,
2025/2026,semestre1,MKA,01,POTGEOOND,ISU00141,12.0,2.75,
2025/2026,semestre1,MKA,01,POTGEOOND,ISU00143,3.33,1.0,
2025/2026,semestre1,MKA,01,STRFONGMP,ISU00078,10.0,10.0,
2025/2026,semestre1,MKA,01,STRFONGMP,ISU00084,11.0,7.0,
2025/2026,semestre1,MKA,01,STRFONGMP,ISU00111,,9.0,
2025/2026,semestre1,MKA,01,STRFONGMP,ISU00121,12.0,14.0,
2025/2026,semestre1,MKA,01,STRFONGMP,ISU00122,5.75,13.0,
2025/2026,semestre1,MKA,01,STRFONGMP,ISU00141,11.0,11.0,
2025/2026,semestre1,MKA,01,STRFONGMP,ISU00143,10.0,12.0,
2025/2026,semestre1,MKA,01,TECINFCOM,ISU00078,12.75,14.0,
2025/2026,semestre1,MKA,01,TECINFCOM,ISU00084,6.0,5.5,
2025/2026,semestre1,MKA,01,TECINFCOM,ISU00111,2.5,12.75,
2025/2026,semestre1,MKA,01,TECINFCOM,ISU00121,16.75,15.5,
2025/2026,semestre1,MKA,01,TECINFCOM,ISU00122,,4.0,
2025/2026,semestre1,MKA,01,TECINFCOM,ISU00141,6.25,10.5,
2025/2026,semestre1,MKA,01,TECINFCOM,ISU00143,10.25,11.5,
2025/2026,semestre1,MLS,01,ANATAPHY1,ISU00082,,15.0,
2025/2026,semestre1,MLS,01,ANATAPHY1,ISU00099,14.0,12.0,
2025/2026,semestre1,MLS,01,ANATAPHY1,ISU00124,15.0,17.0,
2025/2026,semestre1,MLS,01,BIOSTATI1,ISU00082,16.0,14.0,
2025/2026,semestre1,MLS,01,BIOSTATI1,ISU00099,20.0,12.0,
2025/2026,semestre1,MLS,01,BIOSTATI1,ISU00124,17.0,15.0,
2025/2026,semestre1,MLS,01,CELLBIOLO,ISU00082,,14.28,
2025/2026,semestre1,MLS,01,CELLBIOLO,ISU00099,14.0,13.71,
2025/2026,semestre1,MLS,01,CELLBIOLO,ISU00124,15.33,13.14,
2025/2026,semestre1,MLS,01,CLININTE1,ISU00082,14.0,14.0,
2025/2026,semestre1,MLS,01,CLININTE1,ISU00099,15.0,15.0,
