annee,codsem,codfil,codniv,typjour,fourche,heure,codpro,codmat,jour,codsal
2025/2026,S120126-180126,CFPACB,01,Lundi,08H-12H,4,DAYONZO,PHYSIQUES,01,B15
2025/2026,S120126-180126,CFPACB,01,Lundi,13H-17H,4,NAMBALIDAM,ANTPHYSOC,01,A12
2025/2026,S120126-180126,CFPACB,01,Mardi,08H-12H,4,JOTINTCHOU,ANTPHYSOC,02,A31
2025/2026,S120126-180126,CFPACB,01,Mardi,13H-17H,4,FREDA,PUESOIAPP,02,B01
2025/2026,S120126-180126,CFPACB,01,Mercredi,08H-12H,4,THNGAKO,CONTHESCI,03,B01
2025/2026,S120126-180126,CFPACB,01,Mercredi,13H-17H,4,ISMBEMIN,ETHIQDEON,03,B09
2025/2026,S120126-180126,CFPACB,01,Vendredi,08H-12H,4,ISMBEMIN,ETHIQDEON,05,B09
2025/2026,S120126-180126,CFPACM,01,Jeudi,08H-12H,4,CHBRUKO,INFORMATI,04,A11
2025/2026,S120126-180126,CFPACM,01,Jeudi,13H-17H,4,JOTINTCHOU,ANTPHYSOC,04,A31
2025/2026,S120126-180126,CFPACM,01,Lundi,08H-12H,4,DAYONZO,PHYSIQUES,01,B15
2025/2026,S120126-180126,CFPACM,01,Lundi,13H-17H,4,NAMBALIDAM,ANTPHYSOC,01,A12
2025/2026,S120126-180126,CFPACM,01,Mardi,08H-12H,4,JOTINTCHOU,ANTPHYSOC,02,A31
2025/2026,S120126-180126,CFPACM,01,Mardi,13H-17H,4,FREDA,PUESOIAPP,02,B01
2025/2026,S120126-180126,CFPACM,01,Mercredi,08H-12H,4,THNGAKO,CONTHESCI,03,B01
2025/2026,S120126-180126,CFPACM,01,Mercredi,13H-17H,4,ISMBEMIN,ETHIQDEON,03,B09
2025/2026,S120126-180126,CFPACM,01,Vendredi,08H-12H,4,ISMBEMIN,ETHIQDEON,05,B09
2025/2026,S120126-180126,CFPFCL,01,Jeudi,08H-12H,4,MADJONGOU,REMISEETN,04,B07
2025/2026,S120126-180126,CFPFCL,01,Jeudi,13H-17H,4,MADJONGOU,REMISEETN,04,B07
2025/2026,S120126-180126,CFPFCL,01,Lundi,08H-12H,4,MADJONGOU,REMISEETN,01,B07
2025/2026,S120126-180126,CFPFCL,01,Lundi,13H-17H,4,MADJONGOU,REMISEETN,01,B07
2025/2026,S120126-180126,CFPFCL,01,Mardi,08H-12H,4,MADJONGOU,REMISEETN,02,B07
2025/2026,S120126-180126,CFPFCL,01,Mardi,13H-17H,4,MADJONGOU,REMISEETN,02,B07
2025/2026,S120126-180126,CFPFCL,01,Mercredi,08H-12H,4,CHBRUKO,INFORMATI,03,A21
2025/2026,S120126-180126,CFPFCL,01,Mercredi,13H-17H,4,MADJONGOU,REMISEETN,03,B07
2025/2026,S120126-180126,CFPFCL,01,Vendredi,08H-12H,4,MADJONGOU,REMISEETN,05,B07
2025/2026,S120126-180126,CFPFCL,01,Vendredi,13H-17H,4,MADJONGOU,REMISEETN,05,B07
2025/2026,S120126-180126,CFPISA,01,Jeudi,08H-12H,4,ADMINISTR,TRAVPRA,04,A13
2025/2026,S120126-180126,CFPISA,01,Jeudi,13H-17H,4,ADMINISTR,TRAVPRA,04,A13
2025/2026,S120126-180126,CFPISA,01,Lundi,08H-12H,4,ADMINISTR,TRAVPRA,01,A13
2025/2026,S120126-180126,CFPISA,01,Lundi,13H-17H,4,ADMINISTR,TRAVPRA,01,A13
2025/2026,S120126-180126,CFPISA,01,Mardi,08H-12H,4,ADMINISTR,TRAVPRA,02,A13
2025/2026,S120126-180126,CFPISA,01,Mercredi,08H-12H,4,CHBRUKO,INFORMATI,03,A11
2025/2026,S120126-180126,CFPISA,01,Mercredi,13H-17H,4,ADMINISTR,TRAVPRA,03,A13
2025/2026,S120126-180126,CFPISA,01,Vendredi,08H-12H,4,ADMINISTR,TRAVPRA,05,A13
2025/2026,S120126-180126,CGE,01,Jeudi,08H-12H,4,JOKAMGA,MATMATIQ1,04,A11
2025/2026,S120126-180126,CGE,01,Lundi,08H-12H,4,STTSAMO,COUCPLET1,01,B10
2025/2026,S120126-180126,CGE,01,Lundi,13H-17H,4,STTSAMO,COUCPLET1,01,B10
2025/2026,S120126-180126,CGE,01,Mardi,08H-12H,4,STTSAMO,COUPARSE1,02,A41
2025/2026,S120126-180126,CGE,01,Mardi,13H-17H,4,STTSAMO,COUPARSE1,02,A41
2025/2026,S120126-180126,CGE,01,Mercredi,08H-12H,4,CHBRUKO,INFORGEN1,03,A12
2025/2026,S120126-180126,CGE,01,Mercredi,13H-17H,4,FOWAFFO,STATISTI1,03,A21
2025/2026,S120126-180126,CGE,01,Vendredi,08H-12H,4,STTSAMO,COUPARSE1,05,A41
2025/2026,S120126-180126,CHS,01,Jeudi,08H-12H,4,FRLENOU,DESSIBASE,04,A22
2025/2026,S120126-180126,CHS,01,Jeudi,13H-17H,4,FRLENOU,DESSIBASE,04,A22
2025/2026,S120126-180126,CHS,01,Lundi,08H-12H,4,HSBIBOUM,TECINFCOM,01,B09
2025/2026,S120126-180126,CHS,01,Lundi,13H-17H,4,FRLENOU,DESSIBASE,01,A22
2025/2026,S120126-180126,CHS,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,B09
2025/2026,S120126-180126,CHS,01,Samedi,08H-12H,4,HEMEVOGBI,PROMISFOR,06,A12
2025/2026,S120126-180126,CHS,01,Samedi,13H-17H,4,HEMEVOGBI,PROMISFOR,06,A12
2025/2026,S120126-180126,CHS,01,Vendredi,08H-12H,4,KUFOTSO,STATIQUE,05,A12
2025/2026,S120126-180126,CHS,01,Vendredi,13H-17H,4,KUFOTSO,STATIQUE,05,A12
2025/2026,S120126-180126,CMP,03,Jeudi,13H-17H,4,HUCHEDJOU,CONSMECA1,04,B01
2025/2026,S120126-180126,CMP,03,Lundi,08H-12H,4,JUMALAVAYE,DEVELDURA,01,A12
2025/2026,S120126-180126,CMP,03,Mardi,08H-12H,4,HUCHEDJOU,CONSMECA1,02,A11
2025/2026,S120126-180126,CMP,03,Mercredi,08H-12H,4,FOWAFFO,ANANUMING,03,A22
2025/2026,S120126-180126,CMP,03,Samedi,08H-12H,4,ACLADJOU,MECMILCON,06,A31
2025/2026,S120126-180126,CMP,03,Samedi,13H-17H,4,DJAMINOU,ANASYSGEM,06,A23
2025/2026,S120126-180126,GTO,01,Jeudi,08H-12H,4,FRLENOU,DESSIBASE,04,A22
2025/2026,S120126-180126,GTO,01,Jeudi,13H-17H,4,FRLENOU,DESSIBASE,04,A22
2025/2026,S120126-180126,GTO,01,Lundi,08H-12H,4,CHBRUKO,TECHNINFC,01,B11
2025/2026,S120126-180126,GTO,01,Lundi,13H-17H,4,FRLENOU,DESSIBASE,01,A22
2025/2026,S120126-180126,GTO,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,B09
2025/2026,S120126-180126,GTO,01,Mercredi,08H-12H,4,ISMBEMIN,REGFONDOM,03,A11
2025/2026,S120126-180126,GTO,01,Mercredi,13H-17H,4,NAMBALIDAM,GPS I,03,A11
2025/2026,S120126-180126,GTO,01,Samedi,08H-12H,4,KUFOTSO,CARTOGRA2,06,A11
2025/2026,S120126-180126,GTO,01,Samedi,13H-17H,4,KUFOTSO,TECHTOPO1,06,B11
2025/2026,S120126-180126,GTO,01,Vendredi,13H-17H,4,ISMBEMIN,REGFONDOM,05,B16
2025/2026,S120126-180126,HNDET,02,Jeudi,13H-17H,4,HANGOMSI,INDUSNETW,04,A33
2025/2026,S120126-180126,HNDET,02,Mardi,08H-12H,4,YVFOTSO,ADVANELEC,02,A33
2025/2026,S120126-180126,HNDET,02,Mardi,13H-17H,4,HANGOMSI,INDUSNETW,02,A33
2025/2026,S120126-180126,HNDET,02,Mercredi,08H-12H,4,HANGOMSI,INDUSNETW,03,A33
2025/2026,S120126-180126,HNDET,02,Mercredi,13H-17H,4,YVFOTSO,PRAWORMAC,03,A41
2025/2026,S120126-180126,IGL,01,Jeudi,08H-12H,4,HSBIBOUM,ALGORBASE,04,A31
2025/2026,S120126-180126,IGL,01,Lundi,08H-12H,4,CHBRUKO,TECINFCOM,01,A31
2025/2026,S120126-180126,IGL,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,B09
2025/2026,S120126-180126,IGL,01,Vendredi,13H-17H,4,HSBIBOUM,ALGORBASE,05,A31
2025/2026,S120126-180126,IGL,03,Jeudi,13H-17H,4,HSBIBOUM,ADMBASDON,04,A42
2025/2026,S120126-180126,IGL,03,Lundi,08H-12H,4,JUMALAVAYE,DEVELDURA,01,A12
2025/2026,S120126-180126,IGL,03,Lundi,13H-17H,4,BIWALVEDE,CONGENSYS,01,A01
2025/2026,S120126-180126,IGL,03,Mardi,08H-12H,4,XXTALLA,DEVELOWEB,02,A31
2025/2026,S120126-180126,IGL,03,Mardi,13H-17H,4,XXTALLA,DEVELOWEB,02,A31
2025/2026,S120126-180126,IGL,03,Mercredi,08H-12H,4,FOWAFFO,ANANUMING,03,A22
2025/2026,S120126-180126,IGL,03,Samedi,08H-12H,4,JOKAMGA,CCNA1,06,A23
2025/2026,S120126-180126,IGL,03,Vendredi,08H-12H,4,HSBIBOUM,ADMBASDON,05,A42
2025/2026,S120126-180126,IGL,03,Vendredi,13H-17H,4,XXTALLA,DEVELOWEB,05,B08
2025/2026,S120126-180126,ISA,01,Lundi,08H-12H,4,CHBRUKO,TECINFCOM,01,A31
2025/2026,S120126-180126,ISA,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,B09
2025/2026,S120126-180126,ISA,01,Mardi,13H-17H,4,CHGOMA,TECSYSTHE,02,A22
2025/2026,S120126-180126,ISA,01,Mercredi,08H-12H,4,GAINDINIBOLE,THERMODIN,03,B06
2025/2026,S120126-180126,ISA,01,Mercredi,13H-17H,4,GAINDINIBOLE,THERMODIN,03,B06
2025/2026,S120126-180126,ISA,01,Samedi,08H-12H,4,GAINDINIBOLE,THERMODIN,06,B06
2025/2026,S120126-180126,ISA,01,Samedi,13H-17H,4,GAINDINIBOLE,THERMODIN,06,B06
2025/2026,S120126-180126,ISA,01,Vendredi,08H-12H,4,CHGOMA,TECSYSTHE,05,A22
2025/2026,S120126-180126,ISA,01,Vendredi,13H-17H,4,CHGOMA,TECSYSTHE,05,A22
2025/2026,S120126-180126,LTM,01,Jeudi,08H-12H,4,FOWAFFO,GENEMATH1,04,B01
2025/2026,S120126-180126,LTM,01,Lundi,13H-17H,4,AUTCHENTE,MARITRANS,01,B09
2025/2026,S120126-180126,LTM,01,Mercredi,08H-12H,4,AUTCHENTE,MARITRANS,03,B09
2025/2026,S120126-180126,LTM,01,Mercredi,13H-17H,4,AUTCHENTE,MARITRANS,03,B09
2025/2026,S120126-180126,LTM,01,Samedi,08H-12H,4,YODIAPNADA,SHIPREPRE,06,B01
2025/2026,S120126-180126,LTM,01,Samedi,13H-17H,4,YODIAPNADA,SHIPREPRE,06,B01
2025/2026,S120126-180126,LTM,01,Vendredi,08H-12H,4,YODIAPNADA,TRANSPLAW,05,B01
2025/2026,S120126-180126,LTM,01,Vendredi,13H-17H,4,YODIAPNADA,SHIPREPRE,05,B01
2025/2026,S120126-180126,MEB,01,Jeudi,08H-12H,4,FRLENOU,DESSIBASE,04,A22
2025/2026,S120126-180126,MEB,01,Jeudi,13H-17H,4,FRLENOU,DESSIBASE,04,A22
2025/2026,S120126-180126,MEB,01,Lundi,08H-12H,4,HSBIBOUM,TECINFCOM,01,B09
2025/2026,S120126-180126,MEB,01,Lundi,13H-17H,4,FRLENOU,DESSIBASE,01,A22
2025/2026,S120126-180126,MEB,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,B09
2025/2026,S120126-180126,MEB,01,Mardi,13H-17H,4,FOTCHATCIM,BOTANANAT,02,A21
2025/2026,S120126-180126,MEB,01,Mercredi,08H-12H,4,FOTCHATCIM,BOTANANAT,03,A21
2025/2026,S120126-180126,MEB,01,Mercredi,13H-17H,4,FOTCHATCIM,DESASSORD,03,B01
2025/2026,S120126-180126,MEB,01,Samedi,08H-12H,4,FRNGANGYOU,GESOPECUB,06,A01
2025/2026,S120126-180126,MEB,01,Samedi,13H-17H,4,FRNGANGYOU,GESOPECUB,06,A01
2025/2026,S120126-180126,MEB,01,Vendredi,08H-12H,4,KUFOTSO,STATIQUE,05,A12
2025/2026,S120126-180126,MEB,01,Vendredi,13H-17H,4,KUFOTSO,STATIQUE,05,A12
2025/2026,S120126-180126,MEC,01,Jeudi,08H-12H,4,HANGOMSI,INDUSMAIN,04,A42
2025/2026,S120126-180126,MEC,01,Lundi,08H-12H,4,AUTCHENTE,RESISMTER,01,A41
2025/2026,S120126-180126,MEC,01,Mardi,08H-12H,4,HANGOMSI,AUTOMAT1,02,A32
2025/2026,S120126-180126,MEC,01,Mardi,13H-17H,4,YVFOTSO,APPMECHA1,02,A32
2025/2026,S120126-180126,MEC,01,Mercredi,08H-12H,4,YVFOTSO,ENGISOCIE,03,A42
2025/2026,S120126-180126,MEC,01,Mercredi,13H-17H,4,HANGOMSI,AUTOMAT1,03,A32
2025/2026,S120126-180126,MEC,01,Samedi,08H-12H,4,RAYAMBOP,ANADEDRA1,06,A42
2025/2026,S120126-180126,MEC,01,Samedi,13H-17H,4,RAYAMBOP,ANADEDRA1,06,B09
2025/2026,S120126-180126,MEC,01,Vendredi,08H-12H,4,AUTCHENTE,RESISMTER,05,A33
2025/2026,S120126-180126,MEC,01,Vendredi,13H-17H,4,YVFOTSO,ENGISOCIE,05,A42
2025/2026,S120126-180126,MKA,01,Jeudi,08H-12H,4,HUCHEDJOU,STRFONGMP,04,A23
2025/2026,S120126-180126,MKA,01,Lundi,08H-12H,4,CHBRUKO,TECINFCOM,01,A31
2025/2026,S120126-180126,MKA,01,Lundi,13H-17H,4,DAYONZO,POTGEOOND,01,A31
2025/2026,S120126-180126,MKA,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,B09
2025/2026,S120126-180126,MKA,01,Mardi,13H-17H,4,HUCHEDJOU,STRFONGMP,02,A23
2025/2026,S120126-180126,MKA,01,Samedi,08H-12H,4,DJAMINOU,ORGCHACAR,06,A22
2025/2026,S120126-180126,MKA,01,Samedi,13H-17H,4,ACLADJOU,DEVVEHAUT,06,A31
2025/2026,S120126-180126,MLS,01,Jeudi,08H-12H,4,NAMBALIDAM,SOCANTPHY,04,A01
2025/2026,S120126-180126,MLS,01,Jeudi,13H-17H,4,FOWAFFO,BIOSTATI1,04,B09
2025/2026,S120126-180126,MLS,01,Lundi,08H-12H,4,NAMBALIDAM,SOCANTPHY,01,A22
2025/2026,S120126-180126,MLS,01,Lundi,13H-17H,4,NAMBALIDAM,SOCANTPHY,01,B01
2025/2026,S120126-180126,MLS,01,Mardi,08H-12H,4,ZIKOM,FIRSTAID1,02,A12
2025/2026,S120126-180126,MLS,01,Mardi,13H-17H,4,NAMBALIDAM,SOCANTPHY,02,A01
2025/2026,S120126-180126,MLS,01,Mercredi,13H-17H,4,MADZELAFEN,ETHMEDDEO,03,B10
2025/2026,S120126-180126,MLS,01,Samedi,08H-12H,4,MADZELAFEN,ETHMEDDEO,06,B10
2025/2026,S120126-180126,MLS,01,Vendredi,08H-12H,4,YVFOTSO,PHYSICS1,05,B10
2025/2026,S120126-180126,NUS,01,Jeudi,08H-12H,4,NAMBALIDAM,SOCANTPHY,04,A01
2025/2026,S120126-180126,NUS,01,Jeudi,13H-17H,4,FOWAFFO,BIOSTATI1,04,B09
2025/2026,S120126-180126,NUS,01,Lundi,08H-12H,4,NAMBALIDAM,SOCANTPHY,01,A22
2025/2026,S120126-180126,NUS,01,Lundi,13H-17H,4,NAMBALIDAM,SOCANTPHY,01,B01
2025/2026,S120126-180126,NUS,01,Mardi,08H-12H,4,ZIKOM,FIRSTAID1,02,A12
2025/2026,S120126-180126,NUS,01,Mardi,13H-17H,4,NAMBALIDAM,SOCANTPHY,02,A01
2025/2026,S120126-180126,NUS,01,Mercredi,13H-17H,4,MADZELAFEN,ETHMEDDEO,03,B10
2025/2026,S120126-180126,NUS,01,Samedi,08H-12H,4,MADZELAFEN,ETHMEDDEO,06,B10
2025/2026,S120126-180126,NUS,01,Vendredi,08H-12H,4,YVFOTSO,PHYSICS1,05,B10
2025/2026,S120126-180126,QSRI,03,Lundi,08H-12H,4,JUMALAVAYE,DEVELDURA,01,A12
2025/2026,S120126-180126,QSRI,03,Lundi,13H-17H,4,JUMALAVAYE,ANADIMTHM,01,A23
2025/2026,S120126-180126,QSRI,03,Mardi,08H-12H,4,CATAMNE,INTGESMAI,02,B10
2025/2026,S120126-180126,QSRI,03,Mardi,13H-17H,4,CATAMNE,INTGESMAI,02,B10
2025/2026,S120126-180126,QSRI,03,Mercredi,08H-12H,4,FOWAFFO,ANANUMING,03,B10
2025/2026,S120126-180126,QSRI,03,Samedi,08H-12H,4,ACLADJOU,MECMILCON,06,A31
2025/2026,S120126-180126,QSRI,03,Vendredi,08H-12H,4,JUMALAVAYE,BILSCHPRO,05,B09
2025/2026,S120126-180126,QSRI,03,Vendredi,13H-17H,4,JUMALAVAYE,ANADIMTHM,05,B09
2025/2026,S120126-180126,SFM,01,Jeudi,08H-12H,4,CHBRUKO,TECINFCOM,04,A21
2025/2026,S120126-180126,SFM,01,Jeudi,13H-17H,4,NAMBALIDAM,ANTPHYSOC,04,A21
2025/2026,S120126-180126,SFM,01,Lundi,08H-12H,4,DAYONZO,PHYSIQUES,01,A23
2025/2026,S120126-180126,SFM,01,Lundi,13H-17H,4,NAMBALIDAM,ANTPHYSOC,01,A32
2025/2026,S120126-180126,SFM,01,Mardi,08H-12H,4,NAMBALIDAM,ANTPHYSOC,02,A21
2025/2026,S120126-180126,SFM,01,Mardi,13H-17H,4,FREDA,PUECULTUR,02,A22
2025/2026,S120126-180126,SFM,01,Mercredi,08H-12H,4,THNGAKO,CONTHESCI,03,A01
2025/2026,S120126-180126,SFM,01,Mercredi,13H-17H,4,ISMBEMIN,ETHIQDEON,03,A43
2025/2026,S120126-180126,SFM,01,Vendredi,08H-12H,4,ISMBEMIN,ETHIQDEON,05,A43
2025/2026,S120126-180126,SFM,01,Vendredi,13H-17H,4,FOWAFFO,MATMATIQ1,05,A32
2025/2026,S120126-180126,SFM,04,Jeudi,17H30-21H30,4,ZIKOM,FONSOIINF,04,B10
2025/2026,S120126-180126,SFM,04,Lundi,17H30-21H30,4,CHMBA,GESTSANTE,01,B05
2025/2026,S120126-180126,SFM,04,Mardi,17H30-21H30,4,ROMBAKMENE,SANGENFEM,02,B11
2025/2026,S120126-180126,SFM,04,Mercredi,17H30-21H30,4,ZIKOM,FONSOIINF,03,B01
2025/2026,S120126-180126,SFM,04,Vendredi,17H30-21H30,4,FRHAIDAMAI,DROIETLEG,05,B11
2025/2026,S120126-180126,SIN,01,Jeudi,08H-12H,4,CHBRUKO,TECINFCOM,04,A21
2025/2026,S120126-180126,SIN,01,Jeudi,13H-17H,4,NAMBALIDAM,ANTPHYSOC,04,A21
2025/2026,S120126-180126,SIN,01,Lundi,08H-12H,4,DAYONZO,PHYSIQUES,01,A23
2025/2026,S120126-180126,SIN,01,Lundi,13H-17H,4,NAMBALIDAM,ANTPHYSOC,01,A32
2025/2026,S120126-180126,SIN,01,Mardi,08H-12H,4,NAMBALIDAM,ANTPHYSOC,02,A21
2025/2026,S120126-180126,SIN,01,Mercredi,08H-12H,4,THNGAKO,CONTHESCI,03,A01
2025/2026,S120126-180126,SIN,01,Mercredi,13H-17H,4,ISMBEMIN,ETHIQDEON,03,A43
2025/2026,S120126-180126,SIN,01,Vendredi,08H-12H,4,ISMBEMIN,ETHIQDEON,05,A43
2025/2026,S120126-180126,SIN,01,Vendredi,13H-17H,4,FOWAFFO,MATMATIQ1,05,A32
2025/2026,S120126-180126,SIN,04,Jeudi,17H30-21H30,4,ZIKOM,FONSOIINF,04,B10
2025/2026,S120126-180126,SIN,04,Lundi,17H30-21H30,4,CHMBA,GESTSANTE,01,B05
2025/2026,S120126-180126,SIN,04,Mardi,17H30-21H30,4,ROMBAKMENE,SANGENFEM,02,B11
2025/2026,S120126-180126,SIN,04,Mercredi,17H30-21H30,4,ZIKOM,FONSOIINF,03,B01
2025/2026,S120126-180126,SIN,04,Vendredi,17H30-21H30,4,FRHAIDAMAI,DROIETLEG,05,B11
2025/2026,S120126-180126,TLB,01,Jeudi,08H-12H,4,CHBRUKO,TECINFCOM,04,B09
2025/2026,S120126-180126,TLB,01,Jeudi,13H-17H,4,NAMBALIDAM,SOCANTMED,04,A01
2025/2026,S120126-180126,TLB,01,Lundi,08H-12H,4,DAYONZO,PHYSIGENE,01,A32
2025/2026,S120126-180126,TLB,01,Lundi,13H-17H,4,NAMBALIDAM,SOCANTMED,01,B11
2025/2026,S120126-180126,TLB,01,Mardi,08H-12H,4,NAMBALIDAM,SOCANTMED,02,A43
2025/2026,S120126-180126,TLB,01,Mercredi,08H-12H,4,THNGAKO,CONTHESCI,03,A01
2025/2026,S120126-180126,TLB,01,Mercredi,13H-17H,4,ISMBEMIN,ETHDEOMED,03,A22
2025/2026,S120126-180126,TLB,01,Vendredi,08H-12H,4,ISMBEMIN,ETHDEOMED,05,B11
2025/2026,S120126-180126,TLB,01,Vendredi,13H-17H,4,FOWAFFO,MATMATIQU,05,B11
2024/2025,S120525-180525,BST,01,Jeudi,08H-12H,4,DENDIFON,RESMATERI,04,ETA402
2024/2025,S120525-180525,BST,01,Jeudi,13H-17H,4,DENDIFON,RESMATERI,04,ETA402
2024/2025,S120525-180525,BST,01,Mardi,08H-12H,4,DENDIFON,RESMATERI,02,ETA402
2024/2025,S120525-180525,BST,01,Mardi,13H-17H,4,DENDIFON,RESMATERI,02,ETA402
2024/2025,S120525-180525,BST,01,Mercredi,08H-12H,4,DENDIFON,TOPOGPHY1,03,RDC03
2024/2025,S120525-180525,BST,01,Mercredi,13H-17H,4,DENDIFON,TOPOGPHY1,03,RDC03
2024/2025,S120525-180525,BTSET,01,Jeudi,08H-12H,4,ROMASSOG,CAOGENELC,04,ETA103
2024/2025,S120525-180525,BTSET,01,Jeudi,13H-17H,4,ROMASSOG,CAOGENELC,04,ETA103
2024/2025,S120525-180525,BTSET,01,Lundi,08H-12H,4,ROMASSOG,CAOGENELC,01,ETA103
2024/2025,S120525-180525,BTSET,01,Lundi,13H-17H,4,ROMASSOG,CAOGENELC,01,ETA103
2024/2025,S120525-180525,BTSET,01,Mardi,08H-12H,4,ROMASSOG,CAOGENELC,02,ETA103
2024/2025,S120525-180525,BTSET,01,Mardi,13H-17H,4,ROMASSOG,CAOGENELC,02,ETA103
2024/2025,S120525-180525,BTSET,01,Samedi,08H-12H,4,CHGOMA,MATMATIQ1,06,ETA402
2024/2025,S120525-180525,CFP,01,Jeudi,08H-12H,4,JOTINTCHOU,PHARMAGEN,04,ETA401
2024/2025,S120525-180525,CFP,01,Jeudi,13H-17H,4,MAKAMGA,PUESOIAPP,04,ETA303
2024/2025,S120525-180525,CFP,01,Lundi,08H-12H,4,THNGAKO,PREMSECOU,01,RDC03
2024/2025,S120525-180525,CFP,01,Lundi,13H-17H,4,THNGAKO,PREMSECOU,01,RDC03
2024/2025,S120525-180525,FCL,01,Jeudi,08H-12H,4,CATAMNE,REGESTENG,04,RDC04
2024/2025,S120525-180525,FCL,01,Jeudi,13H-17H,4,CATAMNE,REGESTENG,04,RDC04
2024/2025,S120525-180525,FCL,01,Lundi,08H-12H,4,MADJONGOU,TECINFFRI,01,ETA204
2024/2025,S120525-180525,FCL,01,Lundi,13H-17H,4,MADJONGOU,TECINFFRI,01,ETA204
2024/2025,S120525-180525,FCL,01,Mercredi,08H-12H,4,CATAMNE,REGESTENG,03,RDC04
2024/2025,S120525-180525,FCL,01,Mercredi,13H-17H,4,CATAMNE,REGESTENG,03,RDC04
2024/2025,S120525-180525,FCL,01,Samedi,08H-12H,4,CHGOMA,MATMATIQ1,06,ETA402
2024/2025,S120525-180525,FCL,01,Vendredi,08H-12H,4,CATAMNE,REGESTENG,05,RDC04
2024/2025,S120525-180525,FCL,01,Vendredi,13H-17H,4,CATAMNE,REGESTENG,05,RDC04
2024/2025,S120525-180525,IGL,02,Samedi,13H-17H,4,CHGOMA,PROSTAINF,06,ETA401
2024/2025,S120525-180525,MLS,01,Mercredi,08H-12H,4,CATCHUENTE,MICROBIOA2,03,ETA401
2024/2025,S120525-180525,MLS,01,Mercredi,13H-17H,4,CATCHUENTE,MICROBIOA2,03,ETA401
2024/2025,S120525-180525,MLS,02,Mercredi,08H-12H,4,RONSOM,HEMATOLOG,03,RDC02
2024/2025,S120525-180525,MLS,02,Mercredi,13H-17H,4,RONSOM,HEMATOLOG,03,RDC02
2024/2025,S120525-180525,NUS,01,Mercredi,08H-12H,4,CATCHUENTE,MICROBIOA2,03,ETA401
2024/2025,S120525-180525,NUS,01,Mercredi,13H-17H,4,CATCHUENTE,MICROBIOA2,03,ETA401
2024/2025,S120525-180525,SIN,01,Lundi,08H-12H,4,THNGAKO,PREMSECOU,01,RDC03
2024/2025,S120525-180525,SIN,01,Lundi,13H-17H,4,THNGAKO,PREMSECOU,01,RDC03
2024/2025,S130125-190125,BAT,02,Jeudi,08H-12H,4,KUFOTSO,FONDSOUTE,04,ETA302
2024/2025,S130125-190125,BAT,02,Jeudi,13H-17H,4,KUFOTSO,FONDSOUTE,04,ETA302
2024/2025,S130125-190125,BAT,02,Lundi,08H-12H,4,GANOUGUE,DESASSOR2,01,ETA101
2024/2025,S130125-190125,BAT,02,Lundi,13H-17H,4,GANOUGUE,DESASSOR2,01,ETA101
2024/2025,S130125-190125,BAT,02,Mardi,08H-12H,4,GANOUGUE,DESASSOR2,02,ETA101
2024/2025,S130125-190125,BAT,02,Mardi,13H-17H,4,GANOUGUE,DESASSOR2,02,ETA101
2024/2025,S130125-190125,BAT,02,Mercredi,08H-12H,4,KUFOTSO,FONDSOUTE,03,ETA101
2024/2025,S130125-190125,BAT,02,Mercredi,13H-17H,4,KUFOTSO,FONDSOUTE,03,ETA101
2024/2025,S130125-190125,BAT,02,Vendredi,08H-12H,4,KUFOTSO,FONDSOUTE,05,ETA101
2024/2025,S130125-190125,BAT,02,Vendredi,13H-17H,4,KUFOTSO,FONDSOUTE,05,ETA101
2024/2025,S130125-190125,BOW,02,Jeudi,08H-12H,4,NJSONNE,COMPUSCI2,04,RDC02
2024/2025,S130125-190125,BOW,02,Jeudi,13H-17H,4,NJSONNE,COMPUSCI2,04,RDC02
2024/2025,S130125-190125,BOW,02,Lundi,08H-12H,4,YVFOTSO,COMAIDMA2,01,RDC04
2024/2025,S130125-190125,BOW,02,Lundi,13H-17H,4,YVFOTSO,COMAIDMA2,01,RDC04
2024/2025,S130125-190125,BOW,02,Mardi,08H-12H,4,RAYAMBOP,APPMECHA2,02,ETA402
2024/2025,S130125-190125,BOW,02,Mardi,13H-17H,4,RAYAMBOP,APPMECHA2,02,ETA402
2024/2025,S130125-190125,BOW,02,Mercredi,08H-12H,4,YVFOTSO,COMAIDMA2,03,RDC04
2024/2025,S130125-190125,BOW,02,Mercredi,13H-17H,4,YVFOTSO,COMAIDMA2,03,RDC04
2024/2025,S130125-190125,BOW,02,Samedi,08H-12H,4,YVFOTSO,COMAIDMA2,06,RDC04
2024/2025,S130125-190125,BOW,02,Samedi,13H-17H,4,YVFOTSO,COMAIDMA2,06,RDC04
2024/2025,S130125-190125,BOW,02,Vendredi,08H-12H,4,YVFOTSO,COMAIDMA2,05,RDC04
2024/2025,S130125-190125,BOW,02,Vendredi,13H-17H,4,YVFOTSO,COMAIDMA2,05,RDC04
2024/2025,S130125-190125,BST,01,Lundi,08H-12H,4,DENDIFON,ARCHITECT,01,ETA403
