annee,codsem,codfil,codniv,typjour,fourche,heure,codpro,codmat,jour,codsal
2024/2025,S111124-171124,BOW,02,Vendredi,08H-12H,4,YVFOTSO,QHSE,05,ETA402
2024/2025,S111124-171124,BOW,02,Vendredi,13H-17H,4,HEMEVOGBI,PMACHINI2,05,ETA101
2024/2025,S111124-171124,BST,01,Jeudi,08H-12H,4,DENIMENI,INFORMATP,04,ETA103
2024/2025,S111124-171124,BST,01,Jeudi,13H-17H,4,FOWAFFO,MATMATICS,04,ETA403
2024/2025,S111124-171124,BST,01,Lundi,08H-12H,4,DENDIFON,GENERCONS,01,ETA102
2024/2025,S111124-171124,BST,01,Lundi,13H-17H,4,DENDIFON,DESIGNTEC,01,ETA403
2024/2025,S111124-171124,BST,01,Mardi,08H-12H,4,DENDIFON,ORGOFWORK,02,RDC02
2024/2025,S111124-171124,BST,01,Mardi,13H-17H,4,DENDIFON,ORGOFWORK,02,ETA203
2024/2025,S111124-171124,BST,01,Mercredi,08H-12H,4,CHBRUKO,INTERSHIP,03,ETA102
2024/2025,S111124-171124,BST,01,Mercredi,13H-17H,4,FOWAFFO,MATMATICS,03,ETA101
2024/2025,S111124-171124,BST,01,Samedi,08H-12H,4,AGNERRIS,INTERSHIP,06,ETA301
2024/2025,S111124-171124,BST,01,Vendredi,08H-12H,4,DENDIFON,ORGOFWORK,05,ETA102
2024/2025,S111124-171124,BST,01,Vendredi,13H-17H,4,DENDIFON,ORGOFWORK,05,ETA102
2024/2025,S111124-171124,BTSET,01,Jeudi,08H-12H,4,CHBRUKO,INFORMATP,04,ETA202
2024/2025,S111124-171124,BTSET,01,Jeudi,13H-17H,4,HUDJOMO,ECOORGENT,04,RDC02
2024/2025,S111124-171124,BTSET,01,Lundi,08H-12H,4,HSBIBOUM,INFORGEN1,01,RDC02
2024/2025,S111124-171124,BTSET,01,Lundi,13H-17H,4,STKAMSU,COMPTAGE1,01,ETA401
2024/2025,S111124-171124,BTSET,01,Mardi,08H-12H,4,HUDJOMO,ECONOGENE,02,ETA302
2024/2025,S111124-171124,BTSET,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA403
2024/2025,S111124-171124,BTSET,01,Mercredi,08H-12H,4,HSBIBOUM,INFORGEN1,03,ETA204
2024/2025,S111124-171124,BTSET,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA203
2024/2025,S111124-171124,BTSET,01,Samedi,08H-12H,4,HUDJOMO,ECOORGENT,06,RDC01
2024/2025,S111124-171124,BTSET,01,Vendredi,08H-12H,4,CHBRUKO,INFORMATP,05,ETA401
2024/2025,S111124-171124,BTSET,01,Vendredi,13H-17H,4,CHBRUKO,INFORMATP,05,ETA401
2024/2025,S111124-171124,CFP,01,Jeudi,08H-12H,4,ALHAPPY,PARASITOL,04,ETA402
2024/2025,S111124-171124,CFP,01,Jeudi,13H-17H,4,ALHAPPY,PARASITOL,04,ETA402
2024/2025,S111124-171124,CFP,01,Lundi,08H-12H,4,METSASSE,SOINMEDEC,01,RDC05
2024/2025,S111124-171124,CFP,01,Lundi,13H-17H,4,DENIMENI,INFORMATP,01,ETA101
2024/2025,S111124-171124,CFP,01,Mardi,08H-12H,4,METSASSE,SOINMEDEC,02,ETA301
2024/2025,S111124-171124,CFP,01,Mardi,13H-17H,4,XXMBOUOMBOUO,CHIMIEGEN,02,RDC05
2024/2025,S111124-171124,CFP,01,Mercredi,08H-12H,4,THTCHATCHOUA,PROJACADE,03,ETA301
2024/2025,S111124-171124,CFP,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA203
2024/2025,S111124-171124,CFP,01,Vendredi,08H-12H,4,ALHAPPY,MICROBIOF1,05,ETA203
2024/2025,S111124-171124,CFP,01,Vendredi,13H-17H,4,ALHAPPY,MICROBIOF1,05,ETA203
2024/2025,S111124-171124,FCL,01,Jeudi,08H-12H,4,CHBRUKO,INFORMATP,04,ETA202
2024/2025,S111124-171124,FCL,01,Jeudi,13H-17H,4,HUDJOMO,ECOORGENT,04,RDC02
2024/2025,S111124-171124,FCL,01,Lundi,08H-12H,4,HSBIBOUM,INFORMAT1,01,RDC02
2024/2025,S111124-171124,FCL,01,Lundi,13H-17H,4,STKAMSU,COMPTAGE1,01,ETA401
2024/2025,S111124-171124,FCL,01,Mardi,08H-12H,4,HUDJOMO,ECONOGENE,02,ETA302
2024/2025,S111124-171124,FCL,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA403
2024/2025,S111124-171124,FCL,01,Mercredi,08H-12H,4,HSBIBOUM,INFORMAT1,03,ETA204
2024/2025,S111124-171124,FCL,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA203
2024/2025,S111124-171124,FCL,01,Samedi,08H-12H,4,HUDJOMO,ECOORGENT,06,RDC01
2024/2025,S111124-171124,FCL,01,Vendredi,08H-12H,4,CHBRUKO,INFORMATP,05,ETA401
2024/2025,S111124-171124,FCL,01,Vendredi,13H-17H,4,CHBRUKO,INFORMATP,05,ETA401
2024/2025,S111124-171124,GTO,02,Jeudi,08H-12H,4,MOYEMELE,MATMATIQ4,04,ETA403
2024/2025,S111124-171124,GTO,02,Jeudi,13H-17H,4,STKAMSU,REDRAPSTA,04,RDC04
2024/2025,S111124-171124,GTO,02,Lundi,08H-12H,4,STKAMSU,COMPTAANA,01,ETA401
2024/2025,S111124-171124,GTO,02,Lundi,13H-17H,4,THTCHATCHOUA,METHREDRS,01,RDC02
2024/2025,S111124-171124,GTO,02,Mardi,08H-12H,4,CLTIMENE,TECHTOPO3,02,ETA402
2024/2025,S111124-171124,GTO,02,Mardi,13H-17H,4,CLTIMENE,DESASSOR1,02,RDC01
2024/2025,S111124-171124,GTO,02,Mercredi,08H-12H,4,CLTIMENE,TECHTOPO4,03,ETA101
2024/2025,S111124-171124,GTO,02,Mercredi,13H-17H,4,CLTIMENE,DESASSOR1,03,ETA103
2024/2025,S111124-171124,GTO,02,Samedi,08H-12H,4,CLTIMENE,TECHTOPO4,06,ETA101
2024/2025,S111124-171124,GTO,02,Samedi,13H-17H,4,CLTIMENE,DESASSOR1,06,ETA302
2024/2025,S111124-171124,GTO,02,Vendredi,08H-12H,4,KUFOTSO,URBANISME,05,ETA303
2024/2025,S111124-171124,GTO,02,Vendredi,13H-17H,4,KUFOTSO,URBANISME,05,ETA303
2024/2025,S111124-171124,HNDET,01,Jeudi,08H-12H,4,DENIMENI,INFORMATP,04,ETA103
2024/2025,S111124-171124,HNDET,01,Jeudi,13H-17H,4,FOWAFFO,MATMATICS,04,ETA403
2024/2025,S111124-171124,HNDET,01,Lundi,08H-12H,4,YVFOTSO,ELEMACHI1,01,ETA203
2024/2025,S111124-171124,HNDET,01,Lundi,13H-17H,4,YVFOTSO,ELEMACHI1,01,ETA203
2024/2025,S111124-171124,HNDET,01,Mardi,13H-17H,4,HANGOMSI,BASELECIR,02,ETA402
2024/2025,S111124-171124,HNDET,01,Mercredi,08H-12H,4,CHBRUKO,INTERSHIP,03,ETA102
2024/2025,S111124-171124,HNDET,01,Mercredi,13H-17H,4,FOWAFFO,MATMATICS,03,ETA101
2024/2025,S111124-171124,HNDET,01,Samedi,08H-12H,4,AGNERRIS,INTERSHIP,06,ETA301
2024/2025,S111124-171124,HNDET,01,Vendredi,08H-12H,4,BIWALVEDE,ELECIRCUI,05,RDC04
2024/2025,S111124-171124,HNDET,01,Vendredi,13H-17H,4,YVFOTSO,ELEMACHI1,05,ETA202
2024/2025,S111124-171124,HNDET,02,Jeudi,08H-12H,4,AGNERRIS,INTERSHIP,04,RDC05
2024/2025,S111124-171124,HNDET,02,Jeudi,13H-17H,4,FOWAFFO,MATMATIC3,04,ETA403
2024/2025,S111124-171124,HNDET,02,Lundi,08H-12H,4,BIWALVEDE,ELESCHCOM,01,ETA301
2024/2025,S111124-171124,HNDET,02,Lundi,13H-17H,4,BIWALVEDE,ELESCHCOM,01,ETA301
2024/2025,S111124-171124,HNDET,02,Mardi,08H-12H,4,HANGOMSI,TELECONET,02,ETA203
2024/2025,S111124-171124,HNDET,02,Mardi,13H-17H,4,AGNERRIS,INTERSHIP,02,ETA103
2024/2025,S111124-171124,HNDET,02,Mercredi,08H-12H,4,AGNERRIS,INTERSHIP,03,ETA103
2024/2025,S111124-171124,HNDET,02,Mercredi,13H-17H,4,AGNERRIS,ECONOMICS,03,ETA401
2024/2025,S111124-171124,HNDET,02,Samedi,08H-12H,4,AGNERRIS,INTERSHIP,06,ETA301
2024/2025,S111124-171124,HNDET,02,Samedi,13H-17H,4,AGNERRIS,INTERSHIP,06,ETA103
2024/2025,S111124-171124,HNDET,02,Vendredi,08H-12H,4,YVFOTSO,BASOFQUAL,05,ETA402
2024/2025,S111124-171124,HNDET,02,Vendredi,13H-17H,4,BIWALVEDE,ELESCHCOM,05,RDC01
2024/2025,S111124-171124,IGL,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA403
2024/2025,S111124-171124,IGL,02,Jeudi,13H-17H,4,MEMBOND,PROASSORD,04,ETA303
2024/2025,S111124-171124,IGL,02,Lundi,08H-12H,4,JOMBONDO,PROGRWEB2,01,ETA302
2024/2025,S111124-171124,IGL,02,Lundi,13H-17H,4,JOMBONDO,PROGRWEB2,01,ETA302
2024/2025,S111124-171124,IGL,02,Mardi,08H-12H,4,HSBIBOUM,BASDONSQL,02,ETA202
2024/2025,S111124-171124,IGL,02,Mardi,13H-17H,4,HSBIBOUM,BASDONSQL,02,ETA202
2024/2025,S111124-171124,IGL,02,Mercredi,08H-12H,4,JOMBONDO,PROGRWEB2,03,ETA302
2024/2025,S111124-171124,IGL,02,Mercredi,13H-17H,4,JOMBONDO,PROGRWEB2,03,ETA302
2024/2025,S111124-171124,IGL,02,Samedi,08H-12H,4,HSBIBOUM,BASDONSQL,06,RDC04
2024/2025,S111124-171124,IGL,02,Vendredi,08H-12H,4,MEMBOND,PROASSORD,05,RDC02
2024/2025,S111124-171124,IGL,02,Vendredi,13H-17H,4,MEMBOND,PROASSORD,05,RDC02
2024/2025,S111124-171124,IWD,02,Jeudi,08H-12H,4,STKAMSU,REDRAPSTA,04,ETA301
2024/2025,S111124-171124,IWD,02,Jeudi,13H-17H,4,MEMBOND,PROASSORD,04,ETA303
2024/2025,S111124-171124,IWD,02,Lundi,08H-12H,4,JOMBONDO,PROGRWEB2,01,ETA302
2024/2025,S111124-171124,IWD,02,Lundi,13H-17H,4,JOMBONDO,PROGRWEB2,01,ETA302
2024/2025,S111124-171124,IWD,02,Mardi,08H-12H,4,THTCHATCHOUA,METHREDRS,02,ETA201
2024/2025,S111124-171124,IWD,02,Mardi,13H-17H,4,THTCHATCHOUA,METHREDRS,02,ETA201
2024/2025,S111124-171124,IWD,02,Mercredi,08H-12H,4,JOMBONDO,PROGRWEB2,03,ETA302
2024/2025,S111124-171124,IWD,02,Mercredi,13H-17H,4,JOMBONDO,PROGRWEB2,03,ETA302
2024/2025,S111124-171124,IWD,02,Samedi,08H-12H,4,STKAMSU,REDRAPSTA,06,ETA204
2024/2025,S111124-171124,IWD,02,Vendredi,08H-12H,4,MEMBOND,PROASSORD,05,RDC02
2024/2025,S111124-171124,IWD,02,Vendredi,13H-17H,4,MEMBOND,PROASSORD,05,RDC02
2024/2025,S111124-171124,MEC,02,Jeudi,08H-12H,4,AGNERRIS,INTERSHIP,04,RDC05
2024/2025,S111124-171124,MEC,02,Jeudi,13H-17H,4,FOWAFFO,ENGIMATH3,04,ETA403
2024/2025,S111124-171124,MEC,02,Lundi,08H-12H,4,AGNERRIS,INTERSHIP,01,ETA202
2024/2025,S111124-171124,MEC,02,Lundi,13H-17H,4,AGNERRIS,INTERSHIP,01,ETA202
2024/2025,S111124-171124,MEC,02,Mardi,08H-12H,4,RAYAMBOP,APPMECHA2,02,ETA101
2024/2025,S111124-171124,MEC,02,Mardi,13H-17H,4,RAYAMBOP,APPMECHA2,02,ETA101
2024/2025,S111124-171124,MEC,02,Mercredi,08H-12H,4,AGNERRIS,INTERSHIP,03,ETA103
2024/2025,S111124-171124,MEC,02,Mercredi,13H-17H,4,AGNERRIS,ECONOMICS,03,ETA401
2024/2025,S111124-171124,MEC,02,Samedi,08H-12H,4,AGNERRIS,INTERSHIP,06,ETA301
2024/2025,S111124-171124,MEC,02,Samedi,13H-17H,4,HEMEVOGBI,PMACHINI2,06,RDC04
2024/2025,S111124-171124,MEC,02,Vendredi,08H-12H,4,YVFOTSO,QHSE,05,ETA402
2024/2025,S111124-171124,MEC,02,Vendredi,13H-17H,4,HEMEVOGBI,PMACHINI2,05,ETA101
2024/2025,S111124-171124,MKA,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA403
2024/2025,S111124-171124,MKA,02,Jeudi,13H-17H,4,DJAMINOU,SCIDESMAT,04,ETA204
2024/2025,S111124-171124,MKA,02,Lundi,08H-12H,4,DJAMINOU,THERMODIN,01,ETA204
2024/2025,S111124-171124,MKA,02,Lundi,13H-17H,4,DJAMINOU,THERMODIN,01,ETA204
2024/2025,S111124-171124,MKA,02,Mardi,08H-12H,4,THTCHATCHOUA,METHREDRS,02,ETA201
2024/2025,S111124-171124,MKA,02,Mardi,13H-17H,4,THTCHATCHOUA,METHREDRS,02,ETA201
2024/2025,S111124-171124,MKA,02,Mercredi,08H-12H,4,DJAMINOU,SCIDESMAT,03,ETA303
2024/2025,S111124-171124,MKA,02,Mercredi,13H-17H,4,GAKOM,MOTCOMINT,03,ETA102
2024/2025,S111124-171124,MKA,02,Samedi,08H-12H,4,DJAMINOU,THERMODIN,06,ETA302
2024/2025,S111124-171124,MKA,02,Samedi,13H-17H,4,DJAMINOU,SCIDESMAT,06,ETA202
2024/2025,S111124-171124,MKA,02,Vendredi,08H-12H,4,ACLADJOU,APPACQDON,05,ETA204
2024/2025,S111124-171124,MKA,02,Vendredi,13H-17H,4,ACLADJOU,APPACQDON,05,ETA204
2024/2025,S111124-171124,MLS,02,Jeudi,08H-12H,4,AGNERRIS,INTERSHIP,04,RDC05
2024/2025,S111124-171124,MLS,02,Jeudi,13H-17H,4,RONSOM,HEMATOLOG,04,ETA102
2024/2025,S111124-171124,MLS,02,Mercredi,08H-12H,4,AGNERRIS,INTERSHIP,03,ETA103
2024/2025,S111124-171124,MLS,02,Mercredi,13H-17H,4,RONSOM,GENBIOCHE,03,ETA303
2024/2025,S111124-171124,MLS,02,Samedi,08H-12H,4,AGNERRIS,INTERSHIP,06,ETA301
2024/2025,S111124-171124,MLS,02,Vendredi,08H-12H,4,AGNERRIS,INTERSHIP,05,RDC03
2024/2025,S111124-171124,MLS,02,Vendredi,13H-17H,4,DASAIFA,BACTERIOL,05,ETA301
2024/2025,S111124-171124,NUS,01,Jeudi,08H-12H,4,ZIKOM,ANATAPHY2,04,ETA204
2024/2025,S111124-171124,NUS,01,Jeudi,13H-17H,4,NJSONNE,COMPUTER,04,RDC01
2024/2025,S111124-171124,NUS,01,Lundi,08H-12H,4,ZEEKINLEH,HISTORYNU,01,RDC01
2024/2025,S111124-171124,NUS,01,Lundi,13H-17H,4,ZEEKINLEH,HISTORYNU,01,RDC01
2024/2025,S111124-171124,NUS,01,Mardi,08H-12H,4,ZEEKINLEH,CONTHENUR,02,ETA403
2024/2025,S111124-171124,NUS,01,Mardi,13H-17H,4,LEATANGANA,FRENCH,02,RDC02
2024/2025,S111124-171124,NUS,01,Mercredi,08H-12H,4,AGNERRIS,INTERSHIP,03,ETA103
2024/2025,S111124-171124,NUS,01,Mercredi,13H-17H,4,ZIKOM,ANATAPHY2,03,RDC05
2024/2025,S111124-171124,NUS,01,Samedi,08H-12H,4,AGNERRIS,INTERSHIP,06,ETA301
2024/2025,S111124-171124,NUS,01,Vendredi,08H-12H,4,NJSONNE,COMPUTER,05,ETA103
2024/2025,S111124-171124,NUS,01,Vendredi,13H-17H,4,RONSOM,BIOLOGYLA,05,ETA402
2024/2025,S111124-171124,NUS,02,Jeudi,08H-12H,4,MADZELAFEN,BREASTFEE,04,ETA102
2024/2025,S111124-171124,NUS,02,Jeudi,13H-17H,4,ZIKOM,INFPATLOC,04,RDC03
2024/2025,S111124-171124,NUS,02,Lundi,08H-12H,4,ZIKOM,SURGPATHO,01,ETA303
2024/2025,S111124-171124,NUS,02,Lundi,13H-17H,4,CHBRUKO,COMPUTRAI,01,ETA102
2024/2025,S111124-171124,NUS,02,Mercredi,08H-12H,4,AGNERRIS,INTERSHIP,03,ETA103
2024/2025,S111124-171124,NUS,02,Samedi,08H-12H,4,AGNERRIS,INTERSHIP,06,ETA301
2024/2025,S111124-171124,NUS,02,Vendredi,08H-12H,4,DASAIFA,INFPARDES,05,ETA301
2024/2025,S111124-171124,NUS,02,Vendredi,13H-17H,4,FOWAFFO,BIOSTATI1,05,ETA103
2024/2025,S111124-171124,NUS,03,Jeudi,13H-17H,4,MADZELAFEN,HOSPITMAN,04,ETA101
2024/2025,S111124-171124,NUS,03,Lundi,08H-12H,4,DENIMENI,INFORMATI,01,RDC03
2024/2025,S111124-171124,NUS,03,Lundi,13H-17H,4,ZIKOM,SYSHEAINF,01,RDC05
2024/2025,S111124-171124,NUS,03,Mardi,08H-12H,4,AGNERRIS,INTERSHIP,02,ETA103
2024/2025,S111124-171124,NUS,03,Mardi,13H-17H,4,AGNERRIS,INTERSHIP,02,ETA103
2024/2025,S111124-171124,NUS,03,Mercredi,08H-12H,4,AGNERRIS,INTERSHIP,03,ETA103
2024/2025,S111124-171124,NUS,03,Samedi,08H-12H,4,AGNERRIS,INTERSHIP,06,ETA301
2024/2025,S111124-171124,NUS,03,Vendredi,08H-12H,4,ZIKOM,SYSHEAINF,05,RDC01
2024/2025,S111124-171124,NUS,03,Vendredi,13H-17H,4,NJSONNE,COMPUSCI2,05,RDC04
2024/2025,S111124-171124,RES,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA403
2024/2025,S111124-171124,RES,02,Jeudi,13H-17H,4,DENIMENI,AUTSERANN,04,ETA401
2024/2025,S111124-171124,RES,02,Lundi,08H-12H,4,STKAMSU,COMPTAANA,01,ETA401
2024/2025,S111124-171124,RES,02,Mardi,08H-12H,4,DENIMENI,AUTSERANN,02,RDC01
2024/2025,S111124-171124,RES,02,Mardi,13H-17H,4,JOKAMGA,PROPAONDE,02,ETA302
2024/2025,S111124-171124,RES,02,Mercredi,08H-12H,4,JOKAMGA,TELRTCRNI,03,ETA401
2024/2025,S111124-171124,RES,02,Mercredi,13H-17H,4,JOKAMGA,PROPAONDE,03,ETA403
2024/2025,S111124-171124,RES,02,Samedi,08H-12H,4,JOKAMGA,PROPAONDE,06,ETA202
2024/2025,S111124-171124,RES,02,Vendredi,08H-12H,4,DENIMENI,AUTSERANN,05,RDC05
2024/2025,S111124-171124,RES,02,Vendredi,13H-17H,4,JOKAMGA,TELRTCRNI,05,RDC05
2024/2025,S111124-171124,SFM,03,Jeudi,08H-12H,4,METSASSE,TOXICOLOG,04,ETA401
2024/2025,S111124-171124,SFM,03,Jeudi,13H-17H,4,CHBRUKO,REDRAPSTA,04,ETA201
2024/2025,S111124-171124,SFM,03,Lundi,08H-12H,4,DENIMENI,INFORMATI,01,RDC03
2024/2025,S111124-171124,SFM,03,Mardi,08H-12H,4,KEMAUKAM,SANGENDRO,02,RDC03
2024/2025,S111124-171124,SFM,03,Mardi,13H-17H,4,JOTINTCHOU,GENERANTH,02,ETA401
2024/2025,S111124-171124,SFM,03,Mercredi,08H-12H,4,METSASSE,TOXICOLOG,03,ETA203
2024/2025,S111124-171124,SFM,03,Mercredi,13H-17H,4,JOTINTCHOU,GENERANTH,03,ETA301
2024/2025,S111124-171124,SFM,03,Vendredi,08H-12H,4,LEATANGANA,REDCPTREN,05,ETA201
2024/2025,S111124-171124,SFM,03,Vendredi,13H-17H,4,LEATANGANA,REDCPTREN,05,ETA201
2024/2025,S111124-171124,SIN,01,Jeudi,08H-12H,4,ALHAPPY,PARASITOL,04,ETA402
2024/2025,S111124-171124,SIN,01,Jeudi,13H-17H,4,ALHAPPY,PARASITOL,04,ETA402
2024/2025,S111124-171124,SIN,01,Lundi,08H-12H,4,METSASSE,SOINMEDEC,01,RDC05
2024/2025,S111124-171124,SIN,01,Lundi,13H-17H,4,DENIMENI,INFORMATP,01,ETA101
2024/2025,S111124-171124,SIN,01,Mardi,08H-12H,4,METSASSE,SOINMEDEC,02,ETA301
2024/2025,S111124-171124,SIN,01,Mardi,13H-17H,4,XXMBOUOMBOUO,CHIMIEGEN,02,RDC05
2024/2025,S111124-171124,SIN,01,Mercredi,08H-12H,4,THTCHATCHOUA,PROJACADE,03,ETA301
2024/2025,S111124-171124,SIN,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA203
2024/2025,S111124-171124,SIN,01,Vendredi,08H-12H,4,ALHAPPY,MICROBIOF1,05,ETA203
2024/2025,S111124-171124,SIN,01,Vendredi,13H-17H,4,ALHAPPY,MICROBIOF1,05,ETA203
2024/2025,S111124-171124,SIN,02,Jeudi,08H-12H,4,MAKAMGA,SOINGENIC,04,ETA203
2024/2025,S111124-171124,SIN,02,Jeudi,13H-17H,4,MAKAMGA,SOINGENIC,04,ETA203
2024/2025,S111124-171124,SIN,02,Lundi,08H-12H,4,CHBRUKO,TECINFCOM,01,RDC04
2024/2025,S111124-171124,SIN,02,Lundi,13H-17H,4,METSASSE,SOINSANNE,01,ETA201
2024/2025,S111124-171124,SIN,02,Mardi,08H-12H,4,CHBRUKO,TECINFCOM,02,RDC04
2024/2025,S111124-171124,SIN,02,Mardi,13H-17H,4,METSASSE,PLANIFAMI,02,RDC03
2024/2025,S111124-171124,SIN,02,Mercredi,08H-12H,4,BEKENFACK,PATINFLOC,03,ETA402
2024/2025,S111124-171124,SIN,02,Mercredi,13H-17H,4,METSASSE,PLANIFAMI,03,RDC03
2024/2025,S111124-171124,SIN,02,Samedi,08H-12H,4,MAKAMGA,SOINGENIC,06,ETA203
2024/2025,S111124-171124,SIN,02,Vendredi,08H-12H,4,KEMAUKAM,SANTECOMM,05,ETA403
2024/2025,S111124-171124,SIN,02,Vendredi,13H-17H,4,KEMAUKAM,SANTECOMM,05,ETA403
2024/2025,S111124-171124,SIN,03,Jeudi,08H-12H,4,KEMAUKAM,SYSINFSAN,04,RDC04
2024/2025,S111124-171124,SIN,03,Jeudi,13H-17H,4,KEMAUKAM,PROSANPRI,04,ETA103
2024/2025,S111124-171124,SIN,03,Lundi,08H-12H,4,JOTINTCHOU,SURTHERAP,01,ETA402
2024/2025,S111124-171124,SIN,03,Lundi,13H-17H,4,CHBRUKO,COMPUTRAI,01,ETA102
2024/2025,S111124-171124,SIN,03,Mercredi,08H-12H,4,JOTINTCHOU,SURTHERAP,03,ETA403
2024/2025,S111124-171124,SIN,03,Samedi,08H-12H,4,JOTINTCHOU,SURTHERAP,06,ETA102
2024/2025,S111124-171124,SIN,03,Vendredi,08H-12H,4,LEATANGANA,REDCPTREN,05,ETA201
2024/2025,S111124-171124,SIN,03,Vendredi,13H-17H,4,LEATANGANA,REDCPTREN,05,ETA201
2024/2025,S111124-171124,TLB,02,Jeudi,13H-17H,4,KEMAUKAM,PROSANPRI,04,ETA103
2024/2025,S111124-171124,TLB,02,Lundi,08H-12H,4,CHBRUKO,TECINFCOM,01,RDC04
2024/2025,S111124-171124,TLB,02,Lundi,13H-17H,4,CHBRUKO,COMPUTRAI,01,ETA102
2024/2025,S111124-171124,TLB,02,Mardi,08H-12H,4,CHBRUKO,TECINFCOM,02,RDC04
2024/2025,S111124-171124,TLB,02,Mercredi,08H-12H,4,KEMAUKAM,PROSANPRI,03,ETA402
2024/2025,S111124-171124,TLB,02,Samedi,08H-12H,4,ALHAPPY,BIOCHIMIE,06,RDC02
2024/2025,S111124-171124,TLB,02,Vendredi,08H-12H,4,KEMAUKAM,SANTECOMM,05,ETA403
2024/2025,S111124-171124,TLB,02,Vendredi,13H-17H,4,KEMAUKAM,SANTECOMM,05,ETA403
2025/2026,S120126-180126,BAT,01,Jeudi,08H-12H,4,FRLENOU,DESSIBASE,04,A22
2025/2026,S120126-180126,BAT,01,Jeudi,13H-17H,4,FRLENOU,DESSIBASE,04,A22
2025/2026,S120126-180126,BAT,01,Lundi,08H-12H,4,HSBIBOUM,TECINFCOM,01,B09
2025/2026,S120126-180126,BAT,01,Lundi,13H-17H,4,FRLENOU,DESSIBASE,01,A22
2025/2026,S120126-180126,BAT,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,B09
2025/2026,S120126-180126,BCI,03,Lundi,08H-12H,4,JUMALAVAYE,DEVELDURA,01,A12
2025/2026,S120126-180126,BCI,03,Mercredi,08H-12H,4,FOWAFFO,ANANUMING,03,A22
2025/2026,S120126-180126,BCI,03,Mercredi,13H-17H,4,NAMBALIDAM,GEOINGTOP,03,A31
2025/2026,S120126-180126,BCI,03,Samedi,08H-12H,4,ACLADJOU,MECMILCON,06,A31
2025/2026,S120126-180126,BCI,03,Vendredi,08H-12H,4,NAMBALIDAM,GEOINGTOP,05,A31
2025/2026,S120126-180126,BST,01,Jeudi,08H-12H,4,DENDIFON,DESIGNTEC,04,B16
2025/2026,S120126-180126,BST,01,Jeudi,13H-17H,4,DENDIFON,ORGOFWORK,04,A23
2025/2026,S120126-180126,BST,01,Lundi,08H-12H,4,AUTCHENTE,RESISMTER,01,A41
2025/2026,S120126-180126,BST,01,Mardi,08H-12H,4,DENDIFON,ORGOFWORK,02,A23
2025/2026,S120126-180126,BST,01,Mardi,13H-17H,4,DENDIFON,DESIGNTEC,02,B16
2025/2026,S120126-180126,BST,01,Mercredi,08H-12H,4,YVFOTSO,ENGISOCIE,03,A42
2025/2026,S120126-180126,BST,01,Vendredi,08H-12H,4,AUTCHENTE,RESISMTER,05,A33
2025/2026,S120126-180126,BST,01,Vendredi,13H-17H,4,YVFOTSO,ENGISOCIE,05,A42
2025/2026,S120126-180126,BTSET,01,Jeudi,08H-12H,4,ROMASSOG,CIRELECTR,04,A43
2025/2026,S120126-180126,BTSET,01,Lundi,08H-12H,4,CHBRUKO,TECINFCOM,01,A31
2025/2026,S120126-180126,BTSET,01,Lundi,13H-17H,4,DAYONZO,POTGEOOND,01,A31
2025/2026,S120126-180126,BTSET,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,B09
2025/2026,S120126-180126,BTSET,01,Samedi,08H-12H,4,ROMASSOG,CIRELECTR,06,A43
2025/2026,S120126-180126,BTSET,01,Vendredi,08H-12H,4,ROMASSOG,CIRELECTR,05,A43
2025/2026,S120126-180126,BTSET,02,Jeudi,08H-12H,4,CHGOMA,TECPROTRA,04,A12
2025/2026,S120126-180126,BTSET,02,Jeudi,13H-17H,4,ROMASSOG,AUTOMATI2,04,A11
2025/2026,S120126-180126,BTSET,02,Mardi,08H-12H,4,CHGOMA,TECPROTRA,02,B08
2025/2026,S120126-180126,BTSET,02,Mercredi,08H-12H,4,FRMBA,ASSERVISS,03,A43
2025/2026,S120126-180126,BTSET,02,Mercredi,13H-17H,4,FRMBA,ASSERVISS,03,A43
2025/2026,S120126-180126,BTSET,02,Samedi,08H-12H,4,JOKAMGA,MATMATIQ3,06,B08
2025/2026,S120126-180126,BTSET,02,Samedi,13H-17H,4,ROMASSOG,AUTOMATI2,06,A21
2025/2026,S120126-180126,BTSET,02,Vendredi,08H-12H,4,JOKAMGA,MATMATIQ3,05,A32
2025/2026,S120126-180126,BTSET,02,Vendredi,13H-17H,4,ROMASSOG,MACHIELEC,05,A11
2025/2026,S120126-180126,CFPACB,01,Jeudi,08H-12H,4,CHBRUKO,INFORMATI,04,A11
2025/2026,S120126-180126,CFPACB,01,Jeudi,13H-17H,4,JOTINTCHOU,ANTPHYSOC,04,A31
